,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
286696,1648230,2825284,Medium,NW,COMMON ASSAULT,P172500298,3400 VIRGINIA AV,39.342323,-76.672161,2017-09-07
663678,3576394,3019813,Medium,SD,COMMON ASSAULT,P173212935,3700 POTEE ST,39.237976,-76.61146,2017-11-17
326162,1768423,3262923,Medium,ED,COMMON ASSAULT,P180561350,1000 BRANCHWATER CT,39.301843,-76.59506800000001,2018-02-25
698950,3739134,2792796,Medium,ND,COMMON ASSAULT,P172372873,900 BLK MARLAU DR,39.364277,-76.60174,2017-08-25
695784,3735959,2669362,Medium,WD,COMMON ASSAULT,P171942111,1100 W SARATOGA ST,39.292384000000006,-76.635634,2017-07-13
568,38996,2465266,Medium,NW,COMMON ASSAULT,P171252697,2900 HILLDALE AV,39.327135,-76.660511,2017-05-05
656700,3569384,2822149,High,ND,AGGRAV ASSAULT,P172482424,1400 W 41ST ST,39.336459000000005,-76.640292,2017-09-05
709057,3749299,3147284,Medium,SE,AGGRAV ASSAULT,P180102922,200 S BROADWAY,39.289063,-76.593795,2018-01-10
559126,3176784,2715685,High,SW,AGGRAV ASSAULT,P172101945,2500 W FAIRMOUNT AV,39.288340999999996,-76.656638,2017-07-29
708626,3748868,3122623,Medium,NE,COMMON ASSAULT,P173650874,3400 BELAIR RD,39.322408,-76.572563,2017-12-31
718205,3805866,2983020,Medium,NW,COMMON ASSAULT,P173071591,6800 WESTBROOK RD,39.367585999999996,-76.698265,2017-11-03
688902,3729003,2460232,Medium,SD,COMMON ASSAULT,P171240149,1000 BOYD ST,39.287236,-76.634151,2017-05-04
594170,3288609,3079432,Medium,NE,COMMON ASSAULT,P173461871,4800 LORELLY AV,39.31602,-76.547812,2017-12-12
290212,1669367,3212726,Medium,CD,COMMON ASSAULT,P180360262,1100 ARGYLE AV,39.298010999999995,-76.629612,2018-02-05
474155,2803451,2812752,Medium,SD,COMMON ASSAULT,P172450334,1200 S CAREY ST,39.280609000000005,-76.63538,2017-09-02
115197,595371,2681004,Medium,SW,COMMON ASSAULT,P171982125,700 POPLAR GROVE ST,39.295627,-76.664985,2017-07-17
631389,3472480,2639860,Medium,NW,COMMON ASSAULT,P171841987,3400 BLK POWHATAN AV,39.32094,-76.675129,2017-07-03
304675,1699937,3227014,Medium,SD,COMMON ASSAULT,P180420887,100 W RANDALL ST,39.271508000000004,-76.615185,2018-02-11
30672,142159,2899776,High,ND,AGGRAV ASSAULT,P172770149,5200 YORK RD,39.352315000000004,-76.609786,2017-10-04
560149,3177810,2752609,Medium,NE,COMMON ASSAULT,P172232373,4700 BLK ELISON AV,39.322055999999996,-76.55635500000001,2017-08-11
598047,3292910,3207328,Medium,SD,COMMON ASSAULT,P180332327,1100 BLK CARROLL ST,39.281841,-76.631687,2018-02-02
652065,3564734,2653207,High,SW,AGGRAV ASSAULT,P171883071,2000 HOLLINS ST,39.28702,-76.64874,2017-07-07
238018,1522786,2896538,High,SE,AGGRAV ASSAULT,P172752730,HOME DEPOT,39.499699,-76.641403,2017-10-02
519057,2986644,2888267,Medium,ED,COMMON ASSAULT,P172722612,900 N KENWOOD AV,39.301462,-76.57820699999999,2017-09-29
690338,3730495,2516951,Medium,SW,COMMON ASSAULT,P171432236,500 HURLEY AV,39.278044,-76.663949,2017-05-23
394315,1923599,3347569,Medium,SE,COMMON ASSAULT,P180910312,4900 EASTERN AV,39.287099,-76.55496099999999,2018-04-01
284403,1600394,2991637,High,SD,AGGRAV ASSAULT,P173102388,1500 ELMTREE ST,39.22444,-76.589703,2017-11-06
418736,1987098,3376046,High,ED,AGGRAV ASSAULT,P181020417,300 E MADISON ST,39.298812,-76.609688,2018-04-12
550778,3168300,2453917,Medium,SW,COMMON ASSAULT,P171220017,2700 FREDERICK AV,39.280999,-76.65959000000001,2017-05-02
31303,142977,2934245,Medium,SW,COMMON ASSAULT,P172891340,2100 WINDSOR GARDENS LN,39.309651,-76.699857,2017-10-16
165924,819449,3030987,Medium,WD,COMMON ASSAULT,P173261321,2400 LIBERTY HEIGHTS AV,39.318704,-76.651887,2017-11-22
90843,474842,2579006,Medium,NW,COMMON ASSAULT,P171641326,4000 ALTO RD,39.317195,-76.677554,2017-06-13
23691,133039,2618032,Medium,ED,COMMON ASSAULT,P171770998,2000 N WASHINGTON ST,39.313252,-76.590484,2017-06-26
710533,3750832,3207558,Medium,SD,COMMON ASSAULT,P180332592,300 S PAYSON ST,39.284067,-76.648438,2018-02-02
72641,360719,2762247,Medium,NE,COMMON ASSAULT,P172270849,900 CHESTNUT HILL AV,39.334022999999995,-76.60426700000001,2017-08-15
489661,2888498,2663532,Medium,NE,COMMON ASSAULT,P171922315,900 E 33RD ST,39.328426,-76.602375,2017-07-11
677068,3655041,2758402,Medium,ND,COMMON ASSAULT,P172252534,600 DUMBARTON AV,39.338078,-76.60756500000001,2017-08-13
592615,3287049,3048218,Medium,NE,COMMON ASSAULT,P173332321,3700 FLEETWOOD AV,39.357673,-76.537219,2017-11-29
548214,3095439,3121872,Medium,SW,COMMON ASSAULT,P173650068,3900 GWYNNS FALLS PY,39.313906,-76.68198100000001,2017-12-31
509275,2976817,2563281,Medium,SE,COMMON ASSAULT,P171590563,400 N BRADFORD ST,39.296028,-76.584254,2017-06-08
583393,3277745,2752213,Medium,CD,COMMON ASSAULT,P172231914,200 E PRATT ST,39.286601,-76.611461,2017-08-11
638979,3480088,2926243,Medium,CD,COMMON ASSAULT,P172861653,100 N GREENE ST,39.290433,-76.623752,2017-10-13
45454,235535,2704240,Medium,NW,COMMON ASSAULT,P172062513,4400 N ROGERS AV,39.342866,-76.694576,2017-07-25
92343,476841,2621236,High,WD,AGGRAV ASSAULT,P171781318,1600 CLIFTON AV,39.312439000000005,-76.645374,2017-06-27
353587,1821842,3293942,Medium,NW,COMMON ASSAULT,P180682968,3700 GREENSPRING AV,39.332807,-76.65552,2018-03-09
67774,354425,2639878,Medium,SW,COMMON ASSAULT,P171842008,800 YALE AV,39.273012,-76.690877,2017-07-03
228690,1510761,2813711,Medium,CD,COMMON ASSAULT,P172451389,300 LIGHT ST,39.284966,-76.613389,2017-09-02
487276,2886086,2561837,Medium,CD,COMMON ASSAULT,P171582333,1500 BLK ARGYLE AV,39.30145,-76.63391700000001,2017-06-07
621745,3392708,3119553,Medium,NE,COMMON ASSAULT,P173632471,5900 KAVON AV,39.345109,-76.539783,2017-12-29
444788,2065807,3413585,Medium,SD,COMMON ASSAULT,P181152742,600 S PAYSON ST,39.280674,-76.64720600000001,2018-04-25
667191,3579911,3144771,Medium,SD,COMMON ASSAULT,P180100016,2700 SPELMAN RD,39.247811,-76.628998,2018-01-10
51423,243337,2888393,Medium,SW,COMMON ASSAULT,P172722757,1900 HOLLINS ST,39.287093,-76.647305,2017-09-29
51682,243671,2901819,High,WD,AGGRAV ASSAULT,P172772546,2400 LIBERTY HEIGHTS AV,39.318704,-76.651887,2017-10-04
94337,479515,2683007,Medium,SE,COMMON ASSAULT,P171991178,400 N CLINTON ST,39.296276,-76.57059100000001,2017-07-18
97332,483515,2797440,Medium,SD,COMMON ASSAULT,P172391704,3000 STRANDEN RD,39.252324,-76.645718,2017-08-27
633909,3475006,2754838,High,ED,AGGRAV ASSAULT,P172241615,1900 BELAIR RD,39.312796,-76.583761,2017-08-12
531800,3078949,2561674,Medium,CD,COMMON ASSAULT,P171582144,1300 PENNSYLVANIA AV,39.300683,-76.631141,2017-06-07
76333,366003,2910024,Medium,NW,COMMON ASSAULT,P172801737,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-10-07
668005,3580735,3161922,High,CD,AGGRAV ASSAULT,P180162173,100 MARKET PL,39.287924,-76.60686899999999,2018-01-16
640496,3481611,2983211,Medium,SW,COMMON ASSAULT,P173071813,1700 MORRELL PARK AV,39.263562,-76.65937,2017-11-03
449309,2083039,3422036,High,SE,AGGRAV ASSAULT,P181182076,400 N PORT ST,39.295964,-76.582835,2018-04-28
667109,3579829,3149403,Medium,NW,COMMON ASSAULT,P180112371,3200 LEIGHTON AV,39.318042,-76.659712,2018-01-11
234436,1518078,2868624,Medium,SW,COMMON ASSAULT,P172652755,3900 W FRANKLIN ST,39.292475,-76.681519,2017-09-22
384119,1896742,3333715,Medium,ED,COMMON ASSAULT,P180852839,900 N STREEPER ST,39.301505,-76.577499,2018-03-26
17958,61994,3090613,Medium,WD,COMMON ASSAULT,P173511385,1500 W BALTIMORE ST,39.288377000000004,-76.641123,2017-12-17
424844,2002751,3382354,High,SE,AGGRAV ASSAULT,P181040607,300 S DALLAS CT,39.287504999999996,-76.59649399999999,2018-04-14
380891,1889337,3328141,Medium,ND,COMMON ASSAULT,P180822885,200 E 25TH ST,39.317921000000005,-76.614075,2018-03-23
445906,2075787,3414763,Medium,SE,COMMON ASSAULT,P181160949,300 S DALLAS CT,39.287504999999996,-76.59649399999999,2018-04-26
576449,3270777,2540905,Medium,SE,COMMON ASSAULT,P171512638,500 S MILTON AV,39.286064,-76.58143299999999,2017-05-31
659495,3572186,2877868,Medium,WD,COMMON ASSAULT,P172690604,1800 N SMALLWOOD ST,39.308741,-76.65264,2017-09-26
579641,3273981,2633727,Medium,SW,COMMON ASSAULT,P171821577,3300 CLIFTON AV,39.311048,-76.672608,2017-07-01
583427,3277779,2757406,Medium,SW,COMMON ASSAULT,P172251425,200 S BENTALOU ST,39.284787,-76.652683,2017-08-13
389510,1912006,3341524,Medium,SE,COMMON ASSAULT,P180883080,6100 BESSEMER AV,39.275375,-76.543508,2018-03-29
27905,138487,2805904,Medium,WD,COMMON ASSAULT,P172422337,1800 BAKER ST,39.30662,-76.647281,2017-08-30
643535,3484654,3100764,Medium,NE,COMMON ASSAULT,P173551705,2800 AILSA AV,39.348319000000004,-76.568425,2017-12-21
119004,600290,2819512,Medium,SW,COMMON ASSAULT,P172472264,1600 POPLAR GROVE ST,39.306086,-76.665596,2017-09-04
594121,3288560,3087618,Medium,NE,COMMON ASSAULT,P173501460,3900 ELMORA AV,39.317541,-76.55980699999999,2017-12-16
638048,3479156,2899673,Medium,SD,COMMON ASSAULT,P172770030,1600 PLUM ST,39.228319,-76.588738,2017-10-04
640481,3481596,2984749,Medium,SE,COMMON ASSAULT,P173080252,400 N CLINTON ST,39.296276,-76.57059100000001,2017-11-04
351195,1815831,3291868,Medium,SW,COMMON ASSAULT,P180680521,700 LYNDHURST ST,39.295132,-76.681208,2018-03-09
399651,1938462,3353617,Medium,WD,COMMON ASSAULT,P180931848,200 N MOUNT ST,39.290624,-76.643912,2018-04-03
615912,3386862,2953718,Medium,ND,COMMON ASSAULT,P172962431,4200 ROLAND AV,39.340463,-76.63418,2017-10-23
433008,2027159,3398198,Medium,NE,COMMON ASSAULT,P181100735,3200 LAWNVIEW AV,39.319564,-76.573607,2018-04-20
155922,762044,2597509,Medium,SW,COMMON ASSAULT,P171701239,1400 DESOTO RD,39.268347,-76.65963199999999,2017-06-19
653983,3566656,2692178,Medium,NE,COMMON ASSAULT,P172021395,1600 E 33RD ST,39.328478999999994,-76.592917,2017-07-21
628803,3469885,2580654,Medium,SE,COMMON ASSAULT,P171643180,200 N DALLAS CT,39.293531,-76.59621700000001,2017-06-13
67115,353623,2618816,Medium,NW,COMMON ASSAULT,P171771885,3400 ALTO RD,39.317301,-76.674758,2017-06-26
53351,245815,2949589,Medium,WD,COMMON ASSAULT,P172950423,1800 N MONROE ST,39.308899,-76.648125,2017-10-22
630980,3472070,2661451,Medium,CD,COMMON ASSAULT,P171913103,600 WHITELOCK ST,39.315026,-76.629627,2017-07-10
322683,1763334,3275878,High,ED,AGGRAV ASSAULT,P180611546,800 N GLOVER ST,39.300343,-76.580248,2018-03-02
684534,3662585,3073955,Medium,ED,COMMON ASSAULT,P173440645,1800 ORLEANS ST,39.295291999999996,-76.591603,2017-12-10
90417,474265,2556046,Medium,SW,COMMON ASSAULT,P171562751,2100 WINDSOR GARDENS LN,39.309651,-76.699857,2017-06-05
123102,605568,2987372,Medium,ED,COMMON ASSAULT,P173090168,2300 GARRETT AV,39.316499,-76.601203,2017-11-05
698299,3738479,2772733,Medium,WD,COMMON ASSAULT,P172302891,1700 N FULTON AV,39.308053,-76.64641999999999,2017-08-18
404285,1951031,3365430,Medium,WD,COMMON ASSAULT,P180972805,1000 W LANVALE ST,39.298004,-76.634217,2018-04-07
3520,43033,2614288,Medium,WD,COMMON ASSAULT,P171753093,2600 BLK HARLEM AV,39.295619,-76.66027199999999,2017-06-24
353097,1820576,3300251,High,SE,AGGRAV ASSAULT,P180711662,3200 ESTHER PL,39.294156,-76.572501,2018-03-12
19048,63434,3158730,High,ED,AGGRAV ASSAULT,P180151103,1100 MC ALEER CT,39.299762,-76.602775,2018-01-15
596059,3290503,3141415,Medium,SD,COMMON ASSAULT,P180081931,3800 8TH ST,39.233295,-76.60043,2018-01-08
688053,3666152,3180037,Medium,SD,COMMON ASSAULT,P180231935,2400 KERMIT CT,39.262636,-76.641058,2018-01-23
338143,1791412,3254337,Medium,ED,COMMON ASSAULT,P180530106,1200 E LANVALE ST,39.309288,-76.602216,2018-02-22
588748,3283142,2911725,Medium,SE,COMMON ASSAULT,P172810425,2100 FLEET ST,39.28483,-76.58672800000001,2017-10-08
119137,600456,2802034,Medium,SE,AGGRAV ASSAULT,P172410870,1300 ELRINO WY,39.27817,-76.541673,2017-08-29
507112,2974608,2513555,Medium,SE,COMMON ASSAULT,P171421704,600 S MACON ST,39.285893,-76.55723499999999,2017-05-22
137778,705649,2755551,Medium,ND,COMMON ASSAULT,P172242414,300 W 29TH ST,39.32206,-76.622399,2017-08-12
504866,2903775,3141664,Medium,SE,COMMON ASSAULT,P180082210,600 N CURLEY ST,39.298315,-76.575898,2018-01-08
281972,1597266,2571995,Medium,ND,COMMON ASSAULT,P171613115,2200 N CHARLES ST,39.314411,-76.616765,2017-06-10
702087,3742285,2887671,High,ED,AGGRAV ASSAULT,P172721936,1000 E 20TH ST,39.3127,-76.60508100000001,2017-09-29
639924,3481036,2964432,Medium,SE,COMMON ASSAULT,P173001870,6600 EASTERN AV,39.288059000000004,-76.53155500000001,2017-10-27
373879,1871337,3319520,High,SW,AGGRAV ASSAULT,P180790511,600 DENISON ST,39.294564,-76.674141,2018-03-20
483286,2812649,3181607,Medium,ED,COMMON ASSAULT,P180240322,2300 ASHLAND AV,39.300869,-76.584793,2018-01-24
598688,3369554,2483779,Medium,ED,COMMON ASSAULT,P171321740,1600 E MADISON ST,39.299413,-76.59577,2017-05-12
367547,1855742,3311708,High,SE,AGGRAV ASSAULT,P180760207,3400 E PRATT ST,39.290209999999995,-76.56870500000001,2018-03-17
12179,54360,2933504,Medium,SD,COMMON ASSAULT,P172890482,2600 SPELMAN RD,39.248602000000005,-76.629249,2017-10-16
78437,368691,2955985,Medium,SE,COMMON ASSAULT,P172971952,3100 PULASKI HY,39.295584000000005,-76.57300699999999,2017-10-24
312155,1716960,3237544,Medium,NE,COMMON ASSAULT,P180461720,1700 MONTPELIER ST,39.319815000000006,-76.59526600000001,2018-02-15
685752,3663833,3122716,Medium,ED,COMMON ASSAULT,P173650976,1600 E 25TH ST,39.316579,-76.595264,2017-12-31
537618,3084798,2767038,High,NE,AGGRAV ASSAULT,P172282988,1300 MERIDENE DR,39.368474,-76.589261,2017-08-16
494572,2893424,2838047,Medium,NW,COMMON ASSAULT,P172542251,3300 ALTO RD,39.31751,-76.67304399999999,2017-09-11
501552,2900427,3044275,Medium,ND,COMMON ASSAULT,P173320830,2900 W GARRISON AV,39.349533,-76.669359,2017-11-28
413907,1974095,3370868,High,WD,AGGRAV ASSAULT,P181000727,2100 N PULASKI ST,39.311938,-76.651424,2018-04-10
500892,2899765,3019838,Medium,NW,COMMON ASSAULT,P173212939,2900 GARRISON BL,39.320535,-76.677358,2017-11-17
632990,3474083,2716531,Medium,SW,COMMON ASSAULT,P172102885,400 S CHAPELGATE LN,39.279866,-76.698976,2017-07-29
571280,3188978,3121243,Medium,SW,COMMON ASSAULT,P173641695,300 LYNDHURST ST,39.290875,-76.680388,2017-12-30
505034,2903944,3168132,Medium,NE,COMMON ASSAULT,P180190648,5700 BEECHDALE AV,39.357344,-76.58077800000001,2018-01-19
392206,1918649,3344913,Medium,SW,COMMON ASSAULT,P180900224,5400 JAMESTOWNE CT,39.282732,-76.708492,2018-03-31
46237,236557,2708913,Medium,ED,COMMON ASSAULT,P172080979,2200 E BIDDLE ST,39.304572,-76.586845,2017-07-27
495281,2894137,2880089,Medium,SD,COMMON ASSAULT,P172693178,2600 NORTHSHIRE DR,39.257307,-76.644233,2017-09-26
330205,1773621,3264808,Medium,SW,COMMON ASSAULT,P180571019,4800 MELBOURNE RD,39.272835,-76.69759300000001,2018-02-26
12325,54552,2925126,Medium,SW,COMMON ASSAULT,P172860342,2600 ASHLAND AV,39.30103,-76.580555,2017-10-13
697606,3737785,2755006,Medium,SW,COMMON ASSAULT,P172241811,2900 STRICKLAND ST,39.277179,-76.664847,2017-08-12
347438,1806070,3285922,High,SD,AGGRAV ASSAULT,P180651685,1000 W LOMBARD ST,39.286752,-76.633785,2018-03-06
625544,3466620,2463449,Medium,NE,COMMON ASSAULT,P171250575,3400 KENYON AV,39.322041999999996,-76.564734,2017-05-05
577395,3271728,2578863,Medium,NW,COMMON ASSAULT,P171641162,5400 CLOVER RD,39.351088,-76.680665,2017-06-13
616793,3387744,2959773,Medium,SW,COMMON ASSAULT,P172982910,300 DENISON ST,39.290771,-76.674527,2017-10-25
513208,2980765,2700592,Medium,SW,COMMON ASSAULT,P172051549,2000 GRINNALDS AV,39.266484000000005,-76.650347,2017-07-24
409062,1964291,3365942,Medium,ND,COMMON ASSAULT,P180980422,2000 N CALVERT ST,39.312709999999996,-76.613876,2018-04-08
581756,3276102,2696678,Medium,SE,COMMON ASSAULT,P172040007,400 N EAST AV,39.296293,-76.572076,2017-07-23
140374,709010,2850244,High,SD,AGGRAV ASSAULT,P172590511,1500 RUSSELL ST,39.274281,-76.627721,2017-09-16
423610,1999537,3381022,Medium,SW,COMMON ASSAULT,P181032825,3800 STOKES DR,39.299927000000004,-76.680359,2018-04-13
32854,145020,2998634,Medium,WD,COMMON ASSAULT,P173131711,2500 GWYNNS FALLS PY,39.315993,-76.656583,2017-11-09
309850,1711851,3238914,High,ED,AGGRAV ASSAULT,P180470035,2000 N BROADWAY,39.313449,-76.596773,2018-02-16
18268,62400,3141787,Medium,SW,COMMON ASSAULT,P180082353,2900 RIGGS AV,39.300197999999995,-76.66592,2018-01-08
593934,3288372,3079749,High,ND,AGGRAV ASSAULT,P173462209,600 WYANOKE AV,39.337333,-76.607126,2017-12-12
649688,3562346,2556399,Medium,NE,COMMON ASSAULT,P171563152,4500 PARKSIDE DR,39.323752,-76.560721,2017-06-05
286460,1636521,3230638,High,SD,AGGRAV ASSAULT,P180432434,1200 BLK S CAREY ST,39.280609000000005,-76.63538,2018-02-12
112266,591667,2610932,Medium,SE,COMMON ASSAULT,P171742842,6700 BRENTWOOD AV,39.272721000000004,-76.530491,2017-06-23
322827,1763523,3260885,Medium,NW,COMMON ASSAULT,P180551849,5500 ROBINWOOD AV,39.326987,-76.70702800000001,2018-02-24
600410,3371285,2510803,Medium,ND,COMMON ASSAULT,P171411520,2800 OAKFORD AV,39.340707,-76.661401,2017-05-21
503588,2902491,3116963,Medium,ND,COMMON ASSAULT,P173622223,6100 MACBETH DR,39.367627,-76.59859300000001,2017-12-28
580256,3274598,2661189,Medium,SD,COMMON ASSAULT,P171912798,1000 W LOMBARD ST,39.286752,-76.633785,2017-07-10
424438,2001414,3381855,High,SE,AGGRAV ASSAULT,P181040051,4600 EASTERN AV,39.286983,-76.55715,2018-04-14
536881,3084060,2747907,High,ED,AGGRAV ASSAULT,P172220174,2400 E LANVALE ST,39.310024,-76.58382900000001,2017-08-10
468279,2797542,2564074,Medium,WD,COMMON ASSAULT,P171591468,2300 LIBERTY HEIGHTS AV,39.318546000000005,-76.652653,2017-06-08
389115,1910714,3342018,Medium,CD,COMMON ASSAULT,P180890251,200 GUILFORD AV,39.291249,-76.611102,2018-03-30
562929,3180609,2853506,Medium,SD,COMMON ASSAULT,P172600989,800 CLINTWOOD CT,39.230024,-76.60085,2017-09-17
449127,2082805,3421715,Medium,NE,COMMON ASSAULT,P181181694,1600 E COLD SPRING LN,39.346047,-76.589057,2018-04-28
689533,3729687,2494253,Medium,SD,COMMON ASSAULT,P171360829,1200 W PRATT ST,39.285595,-76.636556,2017-05-16
57179,250813,3059707,Medium,SE,COMMON ASSAULT,P173381412,200 N CAROLINE ST,39.293645,-76.59731,2017-12-04
318962,1735326,3267195,Medium,ED,COMMON ASSAULT,P180580747,1200 N LUZERNE AV,39.304927,-76.581253,2018-02-27
465812,2794906,2459103,Medium,ED,COMMON ASSAULT,P171232344,2200 E MONUMENT ST,39.298685,-76.586474,2017-05-03
583005,3277356,2737195,Medium,SD,COMMON ASSAULT,P172180357,3700 PENNINGTON AV,39.231251,-76.589025,2017-08-06
533138,3080293,2605506,Medium,NE,COMMON ASSAULT,P171730054,4100 ST CLAIR CROSSING,39.311571,-76.561131,2017-06-22
81954,373454,3087811,Medium,NE,COMMON ASSAULT,P173501684,7300 HARFORD RD,39.369158,-76.546848,2017-12-16
15060,58094,3032723,High,NW,AGGRAV ASSAULT,P173270324,4300 PENHURST AV,39.33867,-76.691817,2017-11-23
622614,3393578,3138759,Medium,SW,COMMON ASSAULT,P180071060,1800 SPENCE ST,39.269090000000006,-76.651504,2018-01-07
493074,2891920,2787546,Medium,SD,COMMON ASSAULT,P172360261,500 ANNABEL AV,39.237773,-76.603082,2017-08-24
656768,3569452,2796906,Medium,WD,COMMON ASSAULT,P172391128,1300 N CALHOUN ST,39.303946,-76.640408,2017-08-27
395450,1926073,2935585,High,SD,AGGRAV ASSAULT,P172892880,1800 WASHINGTON BL,39.275038,-76.642543,2017-10-16
394806,1924687,3348191,Medium,NW,COMMON ASSAULT,P180911071,2800 SANTA FE AV,39.335335,-76.665769,2018-04-01
149365,720616,3177051,Medium,NW,COMMON ASSAULT,P180221599,3000 W BELVEDERE AV,39.350626,-76.67287900000001,2018-01-22
636866,3477972,2876866,Medium,SW,COMMON ASSAULT,P172682597,3300 BLK WALBROOK AV,39.309969,-76.672612,2017-09-25
505657,2904586,3180315,Medium,SE,COMMON ASSAULT,P180232232,1100 BONSAL ST,39.281214,-76.54476,2018-01-23
432825,2026696,3398010,Medium,CD,COMMON ASSAULT,P181100515,200 MCMECHEN ST,39.307389,-76.627472,2018-04-20
621302,3392263,3077981,Medium,ED,COMMON ASSAULT,P173460189,1600 NORMAL AV,39.316003,-76.595332,2017-12-12
20777,129229,2484577,Medium,NE,COMMON ASSAULT,P171322643,1600 BLK RALWORTH RD,39.339393,-76.591297,2017-05-12
656234,3568916,2794634,Medium,ED,COMMON ASSAULT,P172381671,500 E NORTH AV,39.311455,-76.609316,2017-08-26
11770,53789,2904767,High,SD,AGGRAV ASSAULT,P172782670,900 E PATAPSCO AV,39.234765,-76.597302,2017-10-05
475586,2804889,2880042,Medium,NE,COMMON ASSAULT,P172693128,5600 WOODMONT AV,39.357268,-76.590745,2017-09-26
413646,1973295,3370625,Medium,SE,COMMON ASSAULT,P181000419,1700 E FAIRMOUNT AV,39.292674,-76.593091,2018-04-10
575814,3270141,2514993,Medium,SD,COMMON ASSAULT,P171423271,2300 TERRA FIRMA RD,39.252508,-76.62545899999999,2017-05-22
356004,1827656,3300620,Medium,NE,COMMON ASSAULT,P180712084,3600 LYNDALE AV,39.316513,-76.568758,2018-03-12
701684,3741879,2871500,Medium,NE,COMMON ASSAULT,P172662644,3100 BELAIR RD,39.320201000000004,-76.575252,2017-09-23
327,38621,2470610,Medium,ED,COMMON ASSAULT,P171272215,2700 E OLIVER ST,39.308042,-76.579966,2017-05-07
659770,3572462,2930139,Medium,SD,COMMON ASSAULT,P172872847,500 BALTIC AV,39.240097,-76.601945,2017-10-14
613005,3383941,2869198,High,WD,AGGRAV ASSAULT,P172660052,2800 EDMONDSON AV,39.294476,-76.662976,2017-09-23
333358,1777781,3265625,Medium,SD,COMMON ASSAULT,P180571944,2000 WILKENS AV,39.281684999999996,-76.64795,2018-02-26
541700,3088897,2896043,High,SD,AGGRAV ASSAULT,P172752178,4200 MARIBAN CT,39.227785,-76.598739,2017-10-02
21350,129987,2513743,Medium,ED,COMMON ASSAULT,P171421922,2700 E BIDDLE ST,39.304848,-76.57968000000001,2017-05-22
96434,482317,2779511,Medium,ND,COMMON ASSAULT,P172331009,4400 PALL MALL RD,39.339478,-76.662576,2017-08-21
295327,1678623,3230401,Medium,NE,COMMON ASSAULT,P180432175,2500 GARRETT AV,39.318781,-76.59881700000001,2018-02-12
144990,714994,3022944,Medium,NW,COMMON ASSAULT,P173230422,4300 KATHLAND AV,39.32613,-76.691751,2017-11-19
511194,2978744,2641279,Medium,SD,COMMON ASSAULT,P171850110,2400 SMITH AV,39.252837,-76.654237,2017-07-04
718590,3806268,3180148,Medium,ND,COMMON ASSAULT,P180232000,2300 N CHARLES ST,39.315422,-76.616824,2018-01-23
117016,597725,2772838,Medium,WD,COMMON ASSAULT,P172303019,2200 W LEXINGTON ST,39.290416,-76.65158199999999,2017-08-18
332943,1777239,3244234,Medium,SD,COMMON ASSAULT,P180490323,1400 WARD ST,39.279140999999996,-76.636162,2018-02-18
661555,3574252,2965577,Medium,CD,COMMON ASSAULT,P173003152,400 E BALTIMORE ST,39.289722999999995,-76.610146,2017-10-27
143905,713602,2993134,Medium,WD,COMMON ASSAULT,P173111069,1300 BLK W SARATOGA ST,39.292244000000004,-76.638871,2017-11-07
149893,721320,3196349,Medium,ED,COMMON ASSAULT,P180291612,2500 E OLIVER ST,39.307949,-76.58243,2018-01-29
696345,3736522,2693474,Medium,NE,COMMON ASSAULT,P172022828,3900 BALFERN AV,39.317541,-76.55980699999999,2017-07-21
681410,3659430,2926801,Medium,NE,COMMON ASSAULT,P172862292,1900 BLK E 30TH ST,39.325384,-76.58896,2017-10-13
238326,1523184,2898637,High,SE,AGGRAV ASSAULT,P172762094,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2017-10-03
101967,489652,2971201,Medium,SD,COMMON ASSAULT,P173030492,1000 BOYD ST,39.287236,-76.634151,2017-10-30
448760,2082341,3419123,Medium,ND,COMMON ASSAULT,P181172300,4900 YORK RD,39.348129,-76.609661,2018-04-27
281726,1596751,2499023,High,NW,AGGRAV ASSAULT,P171372629,5300 NELSON AV,39.347089000000004,-76.684211,2017-05-17
654460,3567135,2726176,Medium,NE,COMMON ASSAULT,P172141022,1400 STONEWOOD RD,39.349481,-76.593785,2017-08-02
394462,1923882,3347768,Medium,NE,COMMON ASSAULT,P180910577,1600 CHILTON ST,39.327509,-76.59407399999999,2018-04-01
573999,3268291,2457682,Medium,SW,COMMON ASSAULT,P171230707,1500 POPLAR GROVE ST,39.304592,-76.665509,2017-05-03
667675,3580403,3162252,Medium,SE,COMMON ASSAULT,P180162503,5500 E LOMBARD ST,39.293464,-76.55028399999999,2018-01-16
38311,178523,2767062,Medium,SW,COMMON ASSAULT,P172283022,2700 WILKENS AV,39.27802,-76.658845,2017-08-16
601568,3372447,2532523,Medium,ND,COMMON ASSAULT,P171482383,600 W UNIVERSITY PY,39.339386,-76.62740699999999,2017-05-28
317133,1729031,3265760,Medium,NE,COMMON ASSAULT,P180572113,5600 PIONEER DR,39.358540000000005,-76.572376,2018-02-26
357283,1830877,3295634,Medium,CD,COMMON ASSAULT,P180691838,1300 MADISON AV,39.303508,-76.627517,2018-03-10
651732,3564400,2621292,Medium,ND,COMMON ASSAULT,P171781376,800 ARGONNE DR,39.337210999999996,-76.604088,2017-06-27
