,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
59566,254034,3138812,High,ED,SILENT ALARM,P180071117,800 N CHESTER ST,39.299822999999996,-76.587907,2018-01-07
413959,1974225,3370911,Medium,WD,BURGLARY,P181000792,2500 W LAFAYETTE AV,39.298426,-76.65665899999999,2018-04-10
217509,1495784,2713871,High,WD,Traffic Stop,P172093124,1800 W NORTH AV,39.309896,-76.646635,2017-07-28
233671,1517105,2859862,Non-Emergency,SD,Other,P172622314,100 WARREN AV,39.278905,-76.61260899999999,2017-09-19
496593,2895454,2870632,Medium,CD,DISORDERLY,P172661688,400 W BALTIMORE ST,39.289316,-76.62093,2017-09-23
387573,1905024,3336378,Medium,ED,911/NO  VOICE,P180870114,600 N BROADWAY,39.297701,-76.59435400000001,2018-03-28
295236,1678425,3230394,Medium,NW,BY THREAT,P180432198,3600 DOLFIELD AV,39.336251000000004,-76.675619,2018-02-12
173926,888418,2698643,Non-Emergency,NW,PRKG COMPLAINT,P172042163,5100 BLK PEMBRIDGE AV,39.350724,-76.670428,2017-07-23
133232,699828,2615093,Medium,NW,MISSING PERSON,P171760735,5300 BELLEVILLE AV,39.332614,-76.703733,2017-06-25
425002,2003181,3388157,Non-Emergency,NE,Business Check,P181061236,1400 E COLD SPRING LN,39.345741,-76.594164,2018-04-16
30437,141856,2910448,Medium,ED,COMMON ASSAULT,P172802224,1600 E 25TH ST,39.316579,-76.595264,2017-10-07
7730,48507,2772719,Medium,ND,FAMILY DISTURB,P172302868,5600 MERVILLE AV,39.357005,-76.67472099999999,2017-08-18
170873,856531,3033677,Low,CD,AUTO ACCIDENT,P173271388,2400 LINDEN AV,39.313984999999995,-76.635747,2017-11-23
632109,3473201,2682271,Medium,NW,SUSPICIOUS PERS,P171990346,3400 DUPONT AV,39.342029,-76.67145,2017-07-18
417918,1984801,3386324,High,SW,Traffic Stop,P181051745,500 WILDWOOD PY,39.292460999999996,-76.683696,2018-04-15
222915,1503204,2753620,High,ND,Traffic Stop,P172240228,3800 BLK GREENMOUNT AV,39.335313,-76.609487,2017-08-12
554049,3171692,2583061,Medium,SW,COMMON ASSAULT,P171652323,1600 N ROSEDALE ST,39.306191999999996,-76.669143,2017-06-14
734030,3837269,3164652,Low,NE,DESTRUCT PROP,P180172238,1700 E 33RD ST,39.328484,-76.59188,2018-01-17
564312,3181993,2907971,Medium,NW,NARCOTICS INSIDE,P172792954,5400 REISTERSTOWN RD,39.346255,-76.68826899999999,2017-10-06
334229,1779206,3271328,Medium,SW,NARCOTICSOutside,P180592318,1300 POPLAR GROVE ST,39.302261,-76.665359,2018-02-28
15261,58367,3039809,Medium,WD,SICK CASE,P173301204,800 W SARATOGA ST,39.292561,-76.63125,2017-11-26
355407,1826315,3296785,Low,ED,OTHER,P180700323,1800 N PATTERSON PARK AV,39.310990999999994,-76.585879,2018-03-11
283692,1599468,2708185,High,SE,RA POLICE,P172080120,6200 EASTERN AV,39.287627,-76.542675,2017-07-27
241359,1527174,2924402,Medium,CW,Lab Request,P172852382,300 KERNEWAY,39.347263,-76.61505600000001,2017-10-12
679569,3657560,2830559,Medium,NE,FAMILY DISTURB,P172513187,5500 SUMMERFIELD AV,39.332845,-76.542788,2017-09-08
588661,3283055,2914856,Medium,NE,SUSPICIOUS PERS,P172821048,3600 BLK YOLANDO RD,39.332116,-76.600195,2017-10-09
681566,3659586,2935310,Medium,WD,911/NO  VOICE,P172892554,800 N ARLINGTON AV,39.297952,-76.635789,2017-10-16
92048,476421,2611341,Medium,SD,DISORDERLY,P171743309,800 CARROLL ST,39.282089,-76.62877399999999,2017-06-23
670874,3648798,2522152,Medium,NE,DISORDERLY,P171451166,4600 ELSRODE AV,39.342795,-76.572002,2017-05-25
557577,3175231,2654725,Medium,SE,DISORDERLY,P171891534,800 E BALTIMORE ST,39.29006,-76.60531800000001,2017-07-08
332870,1777144,3243992,Non-Emergency,SD,LOUD MUSIC,P180490036,3000 LORENA AV,39.256228,-76.652929,2018-02-18
574612,3268934,2474558,High,WD,AUTO ACC/INJURY,P171290681,1900 GWYNNS FALLS PY,39.316179999999996,-76.65139,2017-05-09
649592,3562250,2552762,Low,CD,LARCENY,P171552241,300 W PRATT ST,39.286289000000004,-76.619646,2017-06-04
323813,1765078,3248323,Non-Emergency,SW,INVESTIGATE AUTO,P180502396,I 100 PARKING LOT/EB I 100 E,39.291561,-76.602587,2018-02-19
461105,2720399,2980398,Low,SW,LARCENY,P173061788,2400 BLK W BALTIMORE ST,39.287803000000004,-76.65446,2017-11-02
38530,223729,2506273,Medium,CD,911/NO  VOICE,P171393603,1700 EUTAW PL,39.307061,-76.63023100000001,2017-05-19
669366,3647270,2483075,Medium,CD,911/NO  VOICE,P171320919,400 W PRATT ST,39.286277,-76.620111,2017-05-12
637343,3478450,2878362,Medium,NW,911/NO  VOICE,P172691197,3000 DRUID PARK DR,39.323184000000005,-76.662116,2017-09-26
638825,3479934,2929849,Low,ND,LARCENY,P172872525,3600 KESWICK RD,39.331421999999996,-76.628037,2017-10-14
264041,1556855,3104692,Medium,CW,Lab Request,P173570447,1100 HULL ST,39.273751000000004,-76.590994,2017-12-23
356044,1827776,3290612,Medium,NE,MISSING PERSON,P180672056,2600 GARRETT AV,39.319806,-76.597761,2018-03-08
596508,3290955,3156420,Low,ND,INVESTIGATE,P180141155,2100 SOUTH RD,39.362963,-76.659516,2018-01-14
602115,3372998,2571092,Medium,SW,911/NO  VOICE,P171612127,200 S PULASKI ST,39.284971,-76.64989399999999,2017-06-10
336791,1789693,3266763,Medium,SD,FAMILY DISTURB,P180580189,2700 CARVER RD,39.247571,-76.626142,2018-02-27
400268,1940016,3384327,Medium,SE,FAMILY DISTURB,P181042793,3800 BOSTON ST,39.277229,-76.565404,2018-04-14
467350,2796612,2525339,Medium,SW,BURGLARY,P171461351,800 S CATON AV,39.275177,-76.67155100000001,2017-05-26
340460,1794482,3273679,Low,SE,JUV DISTURBANCE,P180602036,3600 E FAYETTE ST,39.294936,-76.567554,2018-03-01
702441,3742640,2894798,Medium,SE,BURGLARY,P172750730,500 N POTOMAC ST,39.297271,-76.575101,2017-10-02
545330,3092550,3003427,Medium,NE,NARCOTICSOutside,P173150981,3500 PELHAM AV,39.320932,-76.565301,2017-11-11
393053,1920702,3345994,High,NW,SILENT ALARM,P180901451,2500 ELSINORE AV,39.316264000000004,-76.679249,2018-03-31
14027,56749,2986011,Medium,ED,EXPARTE,P173081680,2700 E FEDERAL ST,39.309084000000006,-76.579912,2017-11-04
632506,3473598,2707892,High,SW,SHOOTING,P172073206,2100 WILKENS AV,39.281213,-76.649345,2017-07-26
227903,1509771,2804202,Medium,CW,Lab Request,P172420421,4700 PENNINGTON AV,39.223622,-76.58829300000001,2017-08-30
406763,1961282,3367887,Medium,ED,UNFOUNDED,P180990073,1800 GUILFORD AV,39.310412,-76.612378,2018-04-09
474398,2803697,2865954,Low,NE,INVESTIGATE,P172642872,4700 VALLEY VIEW AV,39.330461,-76.550966,2017-09-21
232785,1515983,2854748,Medium,CW,Lab Request,P172602362,3500 OAKMONT AV,39.345034000000005,-76.676445,2017-09-17
524709,2992317,3100730,Medium,ED,FAMILY DISTURB,P173551662,700 E 20TH ST,39.312564,-76.608209,2017-12-21
262550,1554932,3089398,High,WD,Traffic Stop,P173510034,2600 PENNSYLVANIA AV,39.311274,-76.643985,2017-12-17
92590,477185,2633926,Medium,ND,COMMON ASSAULT,P171821775,1100 E BELVEDERE AV,39.360551,-76.59546999999999,2017-07-01
406602,1961081,3365297,Medium,NE,DISORDERLY,P180972635,4800 HAMILTON AV,39.336731,-76.537201,2018-04-07
65320,351311,2553289,Medium,SE,FAMILY DISTURB,P171552825,1100 ANGLESEA ST,39.280716999999996,-76.545661,2017-06-04
328427,1771301,3259272,Non-Emergency,NE,LOUD MUSIC,P180550023,1800 WINFORD RD,39.352536,-76.582898,2018-02-24
350904,1815099,3298529,Low,NE,HIT AND RUN,P180702347,1200 WALTERS AV,39.359603,-76.59408,2018-03-11
499700,2898568,2981989,Medium,ED,911/NO  VOICE,P173070377,1000 EDISON HY,39.301505999999996,-76.57288100000001,2017-11-03
689593,3729747,2490207,Medium,NE,COMMON ASSAULT,P171342607,5500 BOWLEYS LN,39.319194,-76.551763,2017-05-14
624366,3395344,3203027,Low,CD,REQ POL OFFICER,P180320519,200 W MULBERRY ST,39.294007,-76.618206,2018-02-01
174343,889106,2652824,Non-Emergency,NW,PRKG COMPLAINT,P171882622,7000 SURREY DR,39.363377,-76.70695400000001,2017-07-07
251513,1540528,3003319,Low,CD,OTHER,P173150862,500 E PRATT ST,39.286712,-76.608176,2017-11-11
494236,2893086,2822342,Medium,SW,911/NO  VOICE,P172482644,2000 N EDGEWOOD ST,39.310142,-76.675945,2017-09-05
555682,3173332,2624215,Medium,SE,911/NO  VOICE,P171791251,4800 EASTERN AV,39.287077000000004,-76.55547800000001,2017-06-28
246749,1534219,2975538,High,NW,AGGRAV ASSAULT,P173042470,800 COOKS LN,39.294916,-76.70521,2017-10-31
342628,1797377,3266015,Low,NW,LARCENY F/AUTO,P180572371,3800 LIBERTY HEIGHTS AV,39.326434000000006,-76.67909399999999,2018-02-26
584406,3278786,2765666,Medium,NE,911/NO  VOICE,P172281470,5100-17 BELAIR RD,39.336123,-76.554427,2017-08-16
367526,1855687,3311687,Medium,SW,DISORDERLY,P180760198,4700 WILLISTON ST,39.274468,-76.695387,2018-03-17
691807,3731967,2547561,High,CD,SILENT ALARM,P171533549,200 N CHARLES ST,39.291418,-76.615258,2017-06-02
304630,1699842,3226953,Medium,CD,NARCOTICSOutside,P180420835,1100 W NORTH AV,39.310368,-76.636163,2018-02-11
304777,1700168,3227127,Medium,ND,911/NO  VOICE,P180421023,5200 YORK RD,39.352315000000004,-76.609786,2018-02-11
646981,3488215,3199389,Medium,ED,DISORDERLY,P180302178,2000 E NORTH AV,39.312324,-76.59004200000001,2018-01-30
591925,3286354,3017666,Low,ED,DESTRUCT PROP,P173210441,2000 N BROADWAY,39.313449,-76.596773,2017-11-17
340241,1794194,3253466,Medium,SD,911/NO  VOICE,P180522439,3100 SUN ST,39.239288,-76.582725,2018-02-21
44533,234343,2678628,Medium,NW,911/NO  VOICE,P171972505,4100 MENLO DR,39.351969,-76.69661500000001,2017-07-16
593791,3288229,3080162,Medium,SD,FAMILY DISTURB,P173462688,3800 BROOKLYN AV,39.233787,-76.601177,2017-12-12
85437,378304,3185874,Low,ED,INVESTIGATE,P180251972,1300 N LUZERNE AV,39.306001,-76.581323,2018-01-25
546852,3094074,3076165,High,NE,ROBBERY ARMED,P173451003,2200 WOODBOURNE AV,39.355999,-76.571158,2017-12-11
480701,2810055,3074675,Medium,SD,DISORDERLY,P173441446,2100 W PATAPSCO AV,39.250892,-76.64393299999999,2017-12-10
709069,3749311,3158819,Medium,CD,911/NO  VOICE,P180151239,1600 DRUID HILL AV,39.304466999999995,-76.631609,2018-01-15
103378,491536,3038597,Medium,NW,NARCOTICS INSIDE,P173292247,2700 W COLD SPRING LN,39.339515999999996,-76.666646,2017-11-25
598434,3369178,2457258,Medium,SD,FAMILY DISTURB,P171230200,2900 SPELMAN RD,39.245208,-76.62756,2017-05-03
515019,2982592,2751484,Medium,NE,911/NO  VOICE,P172231098,1300 E NORTHERN PY,39.366287,-76.588888,2017-08-11
538734,3085916,2795372,Medium,NE,DISORDERLY,P172382491,3400 BELAIR RD,39.322408,-76.572563,2017-08-26
326056,1767948,3249110,Low,NW,DESTRUCT PROP,P180510679,3200 REISTERSTOWN RD,39.323817,-76.65654599999999,2018-02-20
54501,247375,2983371,Medium,ND,BEHAVIOR CRISIS,P173072005,3200 AVON AV,39.327314,-76.604641,2017-11-03
112843,592406,2571715,Medium,NE,COMMON ASSAULT,P171612812,2700 HUGO AV,39.323183,-76.589056,2017-06-10
238353,1523217,2896520,Medium,ED,NARCOTICS ONVIEW,P172752710,1000 BLK N LAKEWOOD AV,39.302968,-76.579716,2017-10-02
658162,3570850,2829034,Medium,NE,911/NO  VOICE,P172511488,5200 WRIGHT AV,39.304555,-76.551441,2017-09-08
488603,2887437,2600245,Medium,NE,DISORDERLY,P171711110,5900 BELAIR RD,39.345551,-76.541033,2017-06-20
703113,3743317,2939093,High,WD,DISCHRG FIREARM,P172910836,2300 BLK HARLEM AV,39.296312,-76.65349499999999,2017-10-18
191919,1462242,2493947,Medium,CW,Lab Request,P171360464,1300 W 41ST ST,39.337199,-76.638401,2017-05-16
121927,604049,2924998,Low,CD,ESCORT,P172860189,800 LINDEN AV,39.298648,-76.62078000000001,2017-10-13
186719,1455195,2456285,Medium,NW,BURGLARY,P171222743,4100 CREST HEIGHTS RD,39.361319,-76.70911600000001,2017-05-02
703173,3743377,2921672,Medium,ED,911/NO  VOICE,P172842342,500 E PRESTON ST,39.304786,-76.60931,2017-10-11
361690,1841315,3304493,High,NE,SILENT ALARM,P180730736,5300 MAYVIEW AV,39.332645,-76.546775,2018-03-14
252217,1541472,3010808,High,ED,Field Interview,P173181525,2000 ROBB ST,39.313127,-76.603439,2017-11-14
83967,376187,3149289,Non-Emergency,SW,INVESTIGATE AUTO,P180112231,3000 PRESSTMAN ST,39.304536999999996,-76.66745,2018-01-11
618144,3389098,2986641,Low,WD,WANTED ON WARR,P173082382,1600 N GILMOR ST,39.306875,-76.643401,2017-11-04
384487,1897614,3333000,Medium,ND,DISORDERLY,P180852015,700 BELGIAN ST,39.340244,-76.60611899999999,2018-03-26
310713,1713808,3235752,High,SE,Traffic Stop,P180452418,100 S CENTRAL AV,39.290224,-76.599616,2018-02-14
139559,707977,2817805,Medium,ND,NARCOTICSOutside,P172470366,2100 MACE ST,39.313206,-76.618749,2017-09-04
180635,912139,2684575,Low,SW,OTHER,P171992892,700 COOKS LN,39.293673999999996,-76.703468,2017-07-18
305467,1701800,3228859,Non-Emergency,NE,Repo,P180430384,3200 TYNDALE AV,39.334481,-76.570092,2018-02-12
145079,715102,3024586,High,ED,AGGRAV ASSAULT,P173232267,700 N PORT ST,39.299161,-76.583019,2017-11-19
379843,1886498,3327000,Medium,SD,AUTO ACCIDENT,P180821585,3600 S HANOVER ST,39.238321,-76.60963000000001,2018-03-23
661263,3573960,2954232,Low,SD,DESTRUCT PROP,P172963014,900 E PATAPSCO AV,39.234765,-76.597302,2017-10-23
544885,3092105,3000738,Medium,WD,NARCOTICSOutside,P173141004,1800 W LEXINGTON ST,39.290564,-76.64583499999999,2017-11-10
546575,3093797,3063720,Low,SE,AUTO ACCIDENT,P173400061,200 INTERNATIONAL DR,39.282573,-76.602006,2017-12-06
253212,1542744,3013686,Non-Emergency,SE,INV STOP,P173191877,600 N GLOVER ST,39.298171,-76.580116,2017-11-15
388546,1908533,3337713,Low,ED,INVESTIGATE,P180871703,1100 BLK N LAKEWOOD AV,39.304138,-76.579791,2018-03-28
100374,487536,2899244,Low,SD,INVESTIGATE,P172762767,2100 RUSSELL ST,39.267035,-76.63465699999999,2017-10-03
465823,2794925,2478157,Medium,SE,911/NO  VOICE,P171301481,1000 E BALTIMORE ST,39.290437,-76.603127,2017-05-10
248344,1536328,2985502,Medium,NE,DISORDERLY,P173081115,4900 HARFORD RD,39.345504999999996,-76.567194,2017-11-04
513820,2981379,2718577,Medium,SE,COMMON ASSAULT,P172112084,500 N MONTFORD AV,39.29699,-76.5836,2017-07-30
326981,1769446,3273178,Medium,CD,NARCOTICSOutside,P180601362,1800-36 DIVISION ST,39.305203999999996,-76.63460500000001,2018-03-01
204033,1477933,2587405,High,WD,Traffic Stop,P171670028,3400 WOODBROOK AV,39.317756,-76.650251,2017-06-16
700579,3740770,2843333,Medium,CD,911/NO  VOICE,P172562241,1100 DRUID HILL AV,39.300636,-76.626903,2017-09-13
467550,2796812,2532387,Medium,SE,DISORDERLY,P171482239,500 S BOULDIN ST,39.286096,-76.570739,2017-05-28
147783,718582,3119807,High,SE,SILENT ALARM,P173640117,100 N GLOVER ST,39.293554,-76.579825,2017-12-30
538935,3086118,2803460,Medium,WD,NARCOTICSOutside,P172412450,2500 BLK EDMONDSON AV,39.294714,-76.656533,2017-08-29
609500,3380404,2767231,Non-Emergency,SD,RECOVER PROPERTY,P172283216,3500 BLK HORTON AV,39.239406,-76.605243,2017-08-16
524268,2991874,3062608,Medium,ND,SICK CASE,P173391760,5200 YORK RD,39.352315000000004,-76.609786,2017-12-05
51621,243591,2892283,Low,CD,HIT AND RUN,P172740696,900 PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-10-01
137925,705832,2775005,Medium,CD,DISORDERLY,P172312164,2200 MADISON AV,39.310394,-76.635734,2017-08-19
475063,2804365,2838380,Medium,CD,DISORDERLY,P172542612,1100 PENNSYLVANIA AV,39.29892,-76.62898299999999,2017-09-11
120881,602661,2924383,Medium,SW,DISORDERLY,P172852375,3400 FREDERICK AV,39.281143,-76.67379100000001,2017-10-12
398077,1933168,3351814,High,CD,Traffic Stop,P180922609,1500 PENNSYLVANIA AV,39.301922,-76.632707,2018-04-02
275131,1571170,3175551,High,CD,Traffic Stop,P180212487,1500 BLK PENNSYLVANIA AV,39.301922,-76.632707,2018-01-21
585965,3280350,2812597,Medium,NE,911/NO  VOICE,P172450144,4700 HARFORD RD,39.343465,-76.568488,2017-09-02
124836,607890,3039180,Medium,SW,DISORDERLY,P173300506,4600 EDMONDSON AV,39.293406,-76.693881,2017-11-26
131658,697821,2551878,Low,SE,DESTRUCT PROP,P171551276,6200 EASTERN AV,39.287627,-76.542675,2017-06-04
477137,2806466,2921454,Medium,CD,COMMON ASSAULT,P172842098,600 N EUTAW ST,39.295864,-76.621328,2017-10-11
727429,3830436,3161984,Low,SD,LARCENY F/AUTO,P180162253,1400 S HANOVER ST,39.273516,-76.615325,2018-01-16
387233,1903975,3335958,Medium,SD,DISORDERLY,P180862637,3600 ST VICTOR ST,39.234536999999996,-76.59657299999999,2018-03-27
121373,603318,2927156,Low,SE,LARCENY,P172862685,200 S BROADWAY,39.289063,-76.593795,2017-10-13
570069,3187763,3115100,Medium,NW,COMMON ASSAULT,P173620110,5200 ST CHARLES AV,39.34453,-76.682896,2017-12-28
269019,1563224,3139365,Medium,SD,NARCOTICS ONVIEW,P180071750,800 BLK GLADE CT,39.229802,-76.60101999999999,2018-01-07
66097,352314,2590586,Medium,CD,911/NO  VOICE,P171680112,500 N CHARLES ST,39.295142,-76.615532,2017-06-17
217043,1495193,2710781,High,ED,Traffic Stop,P172083022,1000 N LAKEWOOD AV,39.302968,-76.579716,2017-07-27
61959,343787,3132452,High,WD,ROBBERY ARMED,P180041872,100 N FREMONT AV,39.290003000000006,-76.629494,2018-01-04
523455,2991059,3056779,Medium,SE,911/NO  VOICE,P173370667,200 OLDHAM ST,39.289823,-76.555965,2017-12-03
138613,706726,2789607,Medium,ED,COMMON ASSAULT,P172362646,2300 E OLIVER ST,39.307829,-76.585259,2017-08-24
261167,1553121,3075815,Non-Emergency,SE,Other,P173450572,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2017-12-11
425773,2005227,3383243,Medium,WD,911/NO  VOICE,P181041567,800 N ARLINGTON AV,39.297952,-76.635789,2018-04-14
294848,1677542,3214987,Medium,CD,FAMILY DISTURB,P180362862,1400 MCCULLOH ST,39.30345,-76.628919,2018-02-05
487739,2886551,2569265,High,SE,SILENT ALARM,P171610063,500 S WASHINGTON ST,39.285775,-76.588786,2017-06-10
361303,1840641,3304056,Medium,SW,FAMILY DISTURB,P180730202,3900 CRANSTON AV,39.296425,-76.681857,2018-03-14
513741,2981300,2709600,Low,CD,LARCENY F/AUTO,P172081719,300 W LAFAYETTE AV,39.305339000000004,-76.62610699999999,2017-07-27
241721,1527638,2925740,High,SD,Traffic Stop,P172861049,200 BLK E PATAPSCO AV,39.238225,-76.608552,2017-10-13
717417,3805055,2959193,Low,NE,LARCENY F/AUTO,P172982253,5200 WRIGHT AV,39.304555,-76.551441,2017-10-25
329278,1772379,3277707,Low,NW,LARCENY,P180620457,3700 GREENSPRING AV,39.332807,-76.65552,2018-03-03
535087,3082247,2677045,Low,NE,DESTRUCT PROP,P171970721,5400 SINCLAIR GREENS DR,39.320384000000004,-76.53915,2017-07-16
475389,2804692,2889045,Non-Emergency,SW,IN REF TO 4A,P172730069,3400 BLK CLIFTON AV,39.310989,-76.674237,2017-09-30
165235,802571,3136827,High,NE,AUDIBLE ALARM,P180061328,1400 CEDARCROFT RD,39.368981,-76.586538,2018-01-06
627965,3469044,2556582,High,WD,ROBBERY ARMED,P171563373,1700 W NORTH AV,39.309967,-76.645108,2017-06-05
347727,1806443,3286913,Medium,ED,911/NO  VOICE,P180660224,1700 NORMAL AV,39.31555,-76.593928,2018-03-07
444980,2066354,3413830,High,SD,Traffic Stop,P181153019,700 E FORT AV,39.27255,-76.603895,2018-04-25
538356,3085536,2785977,High,SD,ARMED PERSON,P172351811,100 BLK S FULTON AV,39.286075,-76.64506899999999,2017-08-23
29462,140562,2847034,Medium,NE,MISSING PERSON,P172580099,2400 PICKERING DR,39.369528,-76.56440699999999,2017-09-15
355910,1827452,3297656,Medium,CD,NARCOTICS INSIDE,P180701319,1900 BLK MCCULLOH ST,39.307326,-76.633738,2018-03-11
26746,136989,2741100,Low,SE,DESTRUCT PROP,P172192076,3200 NOBLE ST,39.292927,-76.572395,2017-08-07
39841,228090,2525050,Medium,SD,911/NO  VOICE,P171461019,100 S PACA ST,39.28745,-76.622188,2017-05-26
627398,3468477,2525542,Low,SD,INVEST,P171461595,1300 S CHARLES ST,39.274632000000004,-76.61421800000001,2017-05-26
629952,3471038,2644202,Medium,NE,MISSING PERSON,P171853356,5100 HOLDER AV,39.345046999999994,-76.560039,2017-07-04
572408,3190109,3194729,Medium,NE,COMMON ASSAULT,P180282476,5300 EASTBURY AV,39.321622999999995,-76.55082900000001,2018-01-28
199302,1471690,2552744,High,ND,Traffic Stop,P171552214,2800 GREENMOUNT AV,39.322133,-76.60945600000001,2017-06-04
644486,3485609,3123572,Medium,SD,DISORDERLY,P173651921,600 BLK E CLEMENT ST,39.274053,-76.60511899999999,2017-12-31
544005,3091206,2979999,Medium,SW,BEHAVIOR CRISIS,P173061329,5100 GREENWICH AV,39.290757,-76.708704,2017-11-02
79770,370732,2991426,Medium,SD,COMMON ASSAULT,P173102169,2000 WILKENS AV,39.281684999999996,-76.64795,2017-11-06
261126,1553067,3080069,Low,WD,DESTRUCT PROP,P173462567,1400 N MOUNT ST,39.304378,-76.644703,2017-12-12
608475,3379377,2743757,Low,SE,DESTRUCT PROP,P172202023,1000 DUNDALK AV,39.282571000000004,-76.536438,2017-08-08
285062,1601308,3074192,High,SW,RA POLICE,P173440895,3600 GELSTON DR,39.296744,-76.677148,2017-12-10
429019,2015781,3392734,Medium,SE,COMMON ASSAULT,P181080713,700 RAPPOLLA ST,39.285031,-76.552837,2018-04-18
297045,1682544,3217564,Non-Emergency,NW,Business Check,P180372716,6600 REISTERSTOWN RD,39.357134,-76.703817,2018-02-06
201988,1475270,2580825,High,NE,Traffic Stop,P171643356,3100 ERDMAN AV,39.321569000000004,-76.573621,2017-06-13
270164,1564682,3148663,High,SW,Traffic Stop,P180111004,3100 W NORTH AV,39.308983000000005,-76.669488,2018-01-11
718278,3805941,3095823,Medium,SW,NARCOTICSOutside,P173531995,200 S WICKHAM RD,39.282343,-76.69574899999999,2017-12-19
689105,3729258,2500539,Medium,ED,NARCOTICSOutside,P171380779,2300 BLK GARRETT AV,39.316499,-76.601203,2017-05-18
158814,794246,2530949,Non-Emergency,SD,STREET OBSTRUCT,P171480632,SB MD 300 S/W PATAPSCO AV,39.240237,-76.617417,2017-05-28
59432,253853,3125043,Medium,SE,INVESTIGATE TROU,P180011328,300 S LEHIGH ST,39.288897,-76.558189,2018-01-01
506249,2973425,2456336,Medium,ED,911/NO  VOICE,P171222800,1000 EDISON HY,39.301505999999996,-76.57288100000001,2017-05-02
76216,365858,2880018,Medium,CD,911/NO  VOICE,P172693095,1400 N CHARLES ST,39.30553,-76.616219,2017-09-26
306059,1703083,3228677,Non-Emergency,CD,LOUD MUSIC,P180430185,1900 DRUID HILL AV,39.306756,-76.634498,2018-02-12
80716,371927,3027730,Medium,NE,JUV DISTURBANCE,P173250538,1100 E COLD SPRING LN,39.345153,-76.599695,2017-11-21
396769,1928843,3350435,Medium,SW,911/NO  VOICE,P180921105,700 POPLAR GROVE ST,39.295627,-76.664985,2018-04-02
238200,1523026,2894987,High,SW,Traffic Stop,P172750964,2900 BLK WESTWOOD AV,39.308129,-76.666241,2017-10-02
250722,1539458,2998907,Medium,CD,COMMON ASSAULT,P173132014,700 W SARATOGA ST,39.292728000000004,-76.627063,2017-11-09
654793,3567468,2732381,Low,SE,INTOXICATED PERS,P172161372,500 S LINWOOD AV,39.285801,-76.575777,2017-08-04
76239,365886,2886452,Medium,CD,911/NO  VOICE,P172720541,1100 DRUID HILL AV,39.300636,-76.626903,2017-09-29
706241,3746476,3050711,Medium,SW,BY THREAT,P173342458,400 PARKSLEY AV,39.27988,-76.665593,2017-11-30
390256,1913771,3383565,High,CD,FIRE,P181041944,SB I 100 S/EXIT 6 W MT ROYAL AV,39.305519,-76.616442,2018-04-14
364914,1848920,3308448,Medium,ED,911/NO  VOICE,P180742604,1800 N PATTERSON PARK AV,39.310990999999994,-76.585879,2018-03-15
273446,1568953,3169931,High,ED,Traffic Stop,P180192614,1200 E NORTH AV,39.311788,-76.60213399999999,2018-01-19
134884,701980,2666319,Medium,NW,NARCOTICSOutside,P171932008,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-07-12
150211,721923,3194054,Medium,SD,911/NO  VOICE,P180281692,1700 COLE ST,39.282154,-76.64341999999999,2018-01-28
236750,1521113,2886851,High,NE,Field Interview,P172721009,3300 LYNDALE AV,39.316458000000004,-76.577097,2017-09-29
206459,1481036,2614780,Medium,ED,SICK CASE,P171760373,700 BLK N MILTON AV,39.299178999999995,-76.582321,2017-06-25
159736,795447,2607192,Low,SE,DESTRUCT PROP,P171731960,3300 LEVERTON AV,39.291857,-76.57015899999999,2017-06-22
270757,1565453,3153708,High,WD,Traffic Stop,P180130823,1300 W NORTH AV,39.310241999999995,-76.638603,2018-01-13
524065,2991671,3072994,High,SW,ROBBERY UNARMED,P173431861,3100 W NORTH AV,39.308983000000005,-76.669488,2017-12-09
246394,1533766,2962933,High,NE,Field Interview,P173000085,5200 BELAIR RD,39.336890999999994,-76.553354,2017-10-27
410802,1966638,2525469,Low,SE,AUTO ACCIDENT,P171461507,1000 BLK S CURLEY ST,39.281145,-76.57477,2017-05-26
464677,2733007,2872868,High,SW,RA POLICE,P172671011,900 DESOTO RD,39.274415999999995,-76.667694,2017-09-24
677094,3655068,2771327,Medium,CD,911/NO  VOICE,P172301309,100 MARKET PL,39.287924,-76.60686899999999,2017-08-18
667351,3580071,3142475,Medium,SD,LYING IN STREET,P180090245,1800 BLK WILKENS AV,39.282651,-76.645034,2018-01-09
78098,368279,2960223,Medium,NW,BEHAVIOR CRISIS,P172990107,2500 LIBERTY HEIGHTS AV,39.319437,-76.65589399999999,2017-10-26
711411,3787100,2520317,Non-Emergency,NE,Private Tow,P171442591,3800 ERDMAN AV,39.315591,-76.568771,2017-05-24
348024,1806816,3287001,Non-Emergency,NE,Repo,P180660334,6500 MCCLEAN BL,39.3667,-76.56701,2018-03-07
277456,1574210,3188834,High,CD,Traffic Stop,P180262040,1900 DIVISION ST,39.306153,-76.635791,2018-01-26
266985,1560597,3127843,High,NW,Traffic Stop,P180022253,4200 N ROGERS AV,39.341128000000005,-76.696729,2018-01-02
248394,1536395,2982341,High,NE,Traffic Stop,P173070789,2000 E NORTHERN PY,39.367952,-76.57819,2017-11-03
